"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81"
"Ankrd54",-0.000282528911977514,0.0486606752990546,-0.00756300263063112,0.0385388883956588,-0.0605625649730296,0.0535852764138816,0.00170024885692224,0.0516887534106102,0.00152228771378316,0.0114440327498149,0.00726222621987562,-0.00200136955079216,-0.0407298101681612,0.00439745291719038,0.00860490994234605,-0.0280323649742905,-0.0173035934466647,-0.0222380148092299,0.00220647738365005,-0.0466347158099895,-0.0306103841843647,0.0137209793425991,0.0209963803486863,0.0031423444651525,-0.0723854197725731,0.0730013549936896,-0.0308328779105122,0.0352716152509159,-0.00963989091202183,0.0183311120102731,-0.0056091730311756,-0.0466509039797693,-0.0149022997666466,0.0220925687758267,0.036776106011476,-0.0579879221383382,-0.0296804801332258,-0.00680138106474486,0.0130397799849079,0.0111170599537782,0.073310726083204,0.0437070273087193,0.00261762746439367,-0.00345814523179568,0.0261295547460311,-0.0409034947506973,0.0140056845738222,0.000547938434098258,0.0984444633123289,-0.0213528063224853,0.0242718112536771,-0.00942048433609776,-0.0150759557530055,0.0269769264225444,-0.00627113754857576,0.0429697653031464,-0.00786980133491413,0.0221684101243048,0.0215774101785388,-0.0209655707390036,-0.0738469924333634,-0.0399121409658991,-0.0189915562838075,0.0489683844586235,0.0489285577185953,0.0115704179468067,0.110266052017695,-0.0128666732373992,0.0313154199484713,-0.0225098477463264,0.013304770014204,-0.00443863270694395,-0.0275831670507867,0.0401644970528531,-0.0926892945920608,-0.0960616658449104,-0.0119096766025036,-0.00722714958703633,0.0472541007178385,-0.0142320279319249,-0.00322290526793748
"Antxr2",0.0357943562165902,0.0433201564739798,-0.00536388678682845,-0.0284126738220124,-0.0757182464161959,-0.0206003277071041,-0.0160204556074034,-0.014852857382473,-7.03694939898531e-06,-0.0264229113480655,-0.0651799999610078,-0.000544226767448583,0.019418993397642,0.00218324745176737,0.0185051753691622,0.0109592620339364,-0.0051550380782415,0.0413064186978129,-0.0148819478144772,0.0435848835779791,-0.034910048781784,-0.0113014888546543,0.0022982947208142,0.0349097962344551,0.0429959919136813,-0.0098553197205836,0.0663353062198294,-0.0225874174514562,-0.0231302894643253,-0.0132617175177893,-0.0447268802362006,0.0197637815798342,-0.0215573077019908,0.00108778012693823,0.0160354633630547,0.00886116669892103,-0.028481191129741,-0.0145039678782898,-0.0541862367636699,0.00807717305551883,0.000720773857656144,0.0114408289719852,-0.0164235127084258,0.00377664021817155,0.0226099486336912,0.00392583609906931,-0.0118936462253398,0.00207974702542142,0.0146949075613766,0.0464330374883808,0.0225954839458567,-0.0111168509175392,0.0153150684078152,0.0382935071088024,-0.0226809836677682,-0.00733270790251152,-0.010212508395155,-0.0662053693763106,-0.0255732067159669,-0.0515119943276372,0.0420210058993623,-0.0138785409234759,0.0503490532391308,0.0233110269831721,0.0279524714053015,-0.0362696465768162,0.00985618614264407,0.00649053722035332,-0.0467047797507034,0.000628946781880991,-0.0232220893475657,-0.019592122844802,-0.0163468223554022,-0.0513292427638534,0.0108215500717655,0.0561211528380823,0.00673976144313914,0.00956202017155698,0.00683140520263516,0.00906892447719472,0.058437290838829
"Anxa1",0.0621489818134184,0.0167661032778126,-0.0317979021874453,-0.0444929954040665,-0.0445080565236067,0.0365783791092349,-0.0144165256136944,0.0195498590395815,0.0015339943837484,0.00890983256845221,0.0284023653804622,-0.0168194604772474,-0.0220548655036122,-0.0383459505858459,0.000226186858679883,0.0060419680664181,-0.0157319025023837,0.0395523204080753,-0.00428709602098413,-0.0160049321813466,0.00484691572768098,-0.000316819695301652,0.0187927345576855,0.0156603717140245,0.00439011562729051,0.0175321798357922,-0.00860451851927762,-0.0151119881895687,0.0303043865026097,-0.0234877785421896,0.00142734787757269,-0.0175929030469255,-0.0035750621824091,-0.0309940117584057,-0.012575457628858,-0.0232461349992876,0.0382783278314497,0.0143084590701806,-0.0308920333959137,-0.00465570053644249,0.00260826052422036,0.0254448226368668,0.00365963826692619,-0.0261692468795188,-0.0165943750784782,0.0336416340210229,0.00564093828742067,-0.0383109400642785,0.0240154434091839,-0.00808482499115866,-0.0136135896984713,0.00697861170804779,-0.035102706839407,0.0113919332553214,0.00691936799789126,0.00246327611552035,-0.0209154438476561,-0.00377965720591932,0.0352160737915961,-0.00471861091337519,0.00616805002354808,0.0356345199113504,0.0568761362830368,-0.00576280062935591,0.0238004864881372,-0.00567784924517794,-0.0670613525039298,-0.0132802629528944,0.00703509137731329,0.0171034224027821,0.023103719241707,-0.00337203492974914,0.00280170300867419,0.0162238540671981,0.00178484144205342,0.00547077668807244,0.0066405109463349,-0.0235957050331286,-0.0116570607711884,0.0114056606478874,-0.0169349709989674
"Anxa2",0.0378948123344925,0.0249072692352799,-0.0719283251736582,0.0445280486277306,-0.0587175290683896,-0.01685217954213,0.00291090511890041,0.00415537355159254,-0.0437927918385068,-0.00811721208987071,0.0105374676410273,-0.00916519131875889,-0.0347808145727805,-0.00204321167943401,-0.0172861069871969,-0.0330631253816398,0.00180228776341992,-0.00285178530872638,0.0521450001085167,0.00972894287350432,0.0200826428622832,-0.0173623755939059,0.0160784161003642,0.00424308838578986,-0.0133415352417544,0.0168616177827253,0.00168111425579624,-0.00764571984421863,0.0142979083361731,0.0229455258746485,0.0389555957411487,-0.0160673643286321,0.0128750505838032,-0.00868775634417176,-0.00372291466965523,0.0271473541574264,0.0118772194485652,-0.0237172277760148,-0.00149798685281416,0.019650857525962,0.0285408560450635,0.0254069279276519,0.0780836691218644,-0.01568162503561,-0.0248784101128255,0.0468998226671076,-0.0149454537336238,0.00470431652412234,0.0169163532707534,0.00466807088469879,-0.0126118966273272,0.0286132913189196,0.0289421237015658,-0.0329804314630608,0.0179599737496061,-0.0231080063321025,0.0376522044008766,0.017154449179477,0.0211411967766057,-0.017284335343515,-0.00198216102926917,-0.00571858817830115,-0.0104236390574403,-0.0105502846763396,0.0206568109293667,-0.00896647558542239,0.0684728215411862,0.0160890472752737,0.0115281987820916,-0.000820443548234959,0.0142840383132332,-0.0167059379977244,-0.0139154836560238,-0.0136725041380992,0.00295815890345227,0.0041533108188558,0.0217624679672574,0.0173725799610988,0.00228315276996299,0.0174426725179589,-0.0415798652149199
"Anxa5",0.0162744928621412,-0.0209972800037479,-0.0248877342944263,-0.0170426720309917,0.00382599994653592,-0.0606837551962043,0.0387578187632738,-0.0104492446780844,-0.0316594463816015,-0.0296113636695462,0.00391637842527507,-0.0355598434407345,0.0376747302392045,-0.0600904016866923,0.0121044060949629,-0.0185467246055414,-0.0512637809344206,0.0450999119877018,-0.0636997239518572,0.0141054735878586,0.00433044966433501,-0.0527049465398513,0.00422791577180259,0.0929048621203308,0.063320605752202,0.000503484134327637,0.0568096348924633,0.0126927555009848,-0.0288598007008628,0.053260506989645,0.0628966009128881,0.00768856894040799,-0.0419695635241067,0.0233604407478953,0.0662843708927425,-0.0363250754544594,-0.046680367718234,0.00838053109712385,-0.0816468031004829,-0.049685023698012,-0.0323137592318351,-0.0226984882547464,0.0722752798415827,0.0402590313521008,0.0349929922886403,0.0387358055851176,0.00820426575519095,-0.0306370211046379,0.0914320500913734,-0.00329242229756568,0.00323612361621267,0.0401568454503327,0.0122244655104022,-0.00013146494062896,0.0270386197589069,-0.038517110839743,-0.0556121615793666,-0.0244259965477924,-0.0261804940986565,-0.0192709171628313,0.061639776457997,-0.00149827790503716,0.0228654047365682,0.0360766427049939,-0.0426759519722021,0.0221618204429241,0.0045093962811252,0.0109903754957883,0.00807862999456512,-0.0129367761111546,0.00818506320484267,-0.0185192443436548,-0.0255586905992581,0.0197475156401044,-0.0186007867293542,0.0101406150117495,0.0201833101518458,0.00447664422084419,0.00278016076857718,-0.000940363073149573,-0.0221634065722068
"Anxa7",0.0309731325665295,0.00673098863347375,-0.0562225222313102,-0.0497302932460123,-0.0104522413690405,0.0370684199933659,0.0399307775380487,0.00257277126273705,0.0202966563270556,0.0392448456061185,-0.0233043481932126,-0.0350550459622058,-0.0466057428465429,-0.0515487754312367,-0.00620226872640229,-0.0514181620616674,0.00835724292137326,0.0217969140700129,0.0315808067583497,0.00621902808603369,0.0171762614495127,-0.040163921643766,0.021280443720873,0.0212748999913975,0.0258911764434281,0.005851231057787,0.0277918964671837,0.0286991592971831,-0.0206557429422368,-0.00617224454085071,0.01752248444997,0.051593731562439,-0.0313299254989619,0.105308606027912,0.0395330762871374,-0.0222418798856545,0.0432128727810493,-0.0198562737672324,-0.0117661651261795,-0.0328906520988363,0.0637176044319611,0.0318831044355282,0.0335127765106915,0.0235240055140981,-0.0326263180880361,-0.0232796008576834,0.0991841371205842,-0.0336298384662493,0.0138990615238469,0.00723663464332963,0.0118399489912436,0.00449444603050311,-0.0458292335823327,-0.018218232882933,-0.0628684220802664,0.0472581336995827,0.0281599638189766,-0.0293706424964364,0.0265786267870145,-0.0444667943549141,0.00356367997315262,-0.0856941065700063,-0.0315713280561719,0.0295681851503063,0.0369060473713902,-0.00751687304546493,0.0405726739942164,-0.0138349585017336,-0.0129771191542015,-0.0490293101209823,-0.0498847108311171,0.00986530115140349,0.0634688898899351,-0.000721842302632406,-0.0228916514221069,0.0216200756464871,0.0489815881163901,0.00868528895369847,0.0300552970386047,-0.021307907440241,0.0889544483135856
"Aopep",-0.00704096595037914,0.0526971594641408,0.004956117025155,-0.0105512456522518,0.0751072967983132,0.0126994166492452,-0.06167941874519,-0.0049623513803261,0.00454853453009037,-0.0452948028159938,-0.0257929944305309,-0.0175433120012333,0.00452397848575191,-0.00784018383049834,0.00805047445840955,0.0173786079915738,0.071975045201544,-0.0205228950572661,-0.00175473230311146,0.0297166041876493,0.0184772643026807,-0.00947002596843687,-0.00903701404091375,-0.0609202762437207,0.0208151834298677,0.0196930826377848,0.0130330211518505,-0.000801145915555112,0.00313670847951919,-0.0618611618167007,0.0351954139997996,-0.0285129872959499,0.0622202032259982,0.0134601920165364,-0.0566095633976114,0.0313068787957342,0.0305371884142179,-0.0194099163611183,0.0117999229297273,-0.0146350269728108,0.0161555701569545,0.00353620587103175,-0.00159283361434528,0.0760971170256423,-0.0348721164207535,-0.0210815369891446,-0.0259103092665141,-0.00514077176448507,0.0150825831272337,0.0339173194002457,0.0444826402524525,0.0223185424782242,-0.0100923360980473,0.0410644414730195,-0.018880089021048,0.0132452089276709,0.0480371213897677,-0.0276076936337976,0.0058746278623724,-0.00984799282141568,-0.0116411733065789,0.0102657317252817,0.0144830482968487,0.0351347103613625,0.0128926143201621,0.0427662565193196,0.00285099618900049,-0.0215849932887415,0.0190525060362441,-0.0198210803722293,-0.000664998337850645,-0.0142423740158602,-0.00419364408318614,-0.00995674791802804,-0.0345060132432012,0.0119442762005926,0.00939075659291014,0.0479382332946687,0.0237431125992481,-0.0212469294475176,-0.0573477116139118
"Ap1b1",-0.0219311979905629,0.0402792784898851,0.033401043792682,0.0503840909345932,0.0190503436918926,0.00726241269132893,-0.0218750887891061,-0.0501948712972541,-0.000509838464913156,-0.0211245849338055,-0.0224967179558116,-0.0228524367185599,-0.083828838640076,-0.0395858406759992,-0.0187950707217319,-0.00884342590581924,0.0104006176459519,-0.00711027869660953,0.00447878970289545,0.0227738125403814,0.0730484619485373,0.0109105207440913,0.00355450908884482,-0.0166795963389917,-0.0298859455041147,0.0286595032073622,0.0260666573846048,0.0352268988487776,0.059047487043344,-0.0413410681528238,-0.00755263535584413,0.0857070416676354,-0.0165920077537285,-0.0135830772191761,0.074172740953356,-0.0104470747051785,-0.0426261853705211,-0.0141556170032788,-0.0457934830184195,0.0141261585513448,-0.0386031441122407,-0.00639199061256788,0.0253704955665196,-0.0607011172594321,0.0368141570624705,0.0396137274749474,0.0253151421475091,0.0136208728567645,0.0109150782241167,0.0227265592858792,-0.00526527126273951,0.00802944051915457,0.00583379996570498,0.00107500600284446,-0.00692113943379859,-0.0355509719588108,0.00882119757099182,-0.0269739811062909,-0.00727415752754813,0.018753992072415,-6.49564687586716e-05,-0.0316040905174072,-0.011448787063187,-0.0214874973500871,-0.0413515196123091,0.0601066751750582,0.00441192038340564,0.00788432763220531,-0.02460102104698,0.0209143351365529,-0.0488197928360665,0.00410390407402085,-0.0685430973826884,-0.0893081303487651,-0.0184165568242835,0.0154012497787277,-0.00551816785725621,-0.0047324740573976,0.0296385537510979,-0.0294019281065582,-0.0265996093715973
"Apbb1ip",-0.02061879580581,0.0437787521994978,0.0275549274050597,-0.0455261212346728,-0.0167723337361784,0.0440877507806952,-0.0486784231051915,-0.0149817279872742,0.0641044355041713,-0.0222920448426927,-0.0620713167558405,-0.00686928091018403,-0.0436528559990266,-0.0206483450176652,0.00619839151917978,0.0254902677812781,-0.023058780012322,-0.0156320323272926,-0.0369545909934842,0.0303576220298197,0.00735089412465088,-0.0529842572986165,0.00518882615059196,0.0159070043798242,0.0389048905479706,0.0417564931110556,-0.0299028145882758,0.00768491509860715,0.00623644964295844,0.0117397467335107,0.0302314103890143,-0.00608799146248496,0.000474898352426329,-0.0658323918179736,0.0132242075856129,0.0578240947520262,-0.0290665760324129,-0.0140669715002847,-0.0123078914282239,0.059283575245966,-0.0839256254723299,-0.0106318368815704,-0.00373892357700945,-0.0252238297011728,-0.0294882374099611,-0.032745133934546,-0.0134603577001365,-0.0110729055959598,-0.0213201191130381,-0.0219496816939744,0.0054867997120719,0.0199277626777737,0.0473639866546468,-0.0254378934177942,-0.00101950021912158,0.0426068497638653,0.00854353266302761,-0.0300214377432161,-0.0180583632719965,-0.0146876037889298,-0.0232968763070918,0.0616230321205509,-0.00345248864818057,-0.0419323552548364,0.0337018152193145,0.0291827810783794,-0.00775219068611265,0.0565606459595149,0.00262823325918224,-0.00668722498051555,0.00869505570728708,0.0254541182826924,-0.0779941517828193,-0.00247178318777808,0.0265201124279628,0.00811966722448022,0.0351531878226249,0.0708655343496303,0.0311821873194054,-0.0319672150317896,0.0309698591850039
"Apeh",0.00489298201544304,0.0607232296910414,-0.00417917939486125,-0.0181392399437254,-0.00141386391726152,0.0266847230150842,0.0371540014791668,-0.0116473625046888,-0.00419595225158481,-0.0163903456570468,0.0280173722129485,-0.0484974433127381,-0.0199031347999513,0.0569081820073491,0.00967699258531141,0.044493718314333,-0.0582815360133354,-0.0397546980656279,0.0306873927703228,-0.0147520971928466,0.0721068872904517,-0.0436993818439158,-0.000118102142588295,-0.0220080344435249,0.00862723360118947,-0.0664207596400096,0.0376100111192627,0.00963669914332176,0.0162413952617046,-0.030875990709638,-0.0195881202652919,-0.036847536573091,0.0372739437783466,0.0475779242255058,-0.0405152488801937,0.00981354064473224,-0.0384509518342826,-0.00282648665293867,0.0483836853924599,0.0363179334734188,-0.0323510562682118,-0.00552074362980852,0.0178430579025846,-0.031630956080237,-0.0227371421535081,-0.0215758459667013,-0.0057679717366691,0.0403488069361252,-0.0261083271433818,0.0628438177144946,-0.00979098957308571,0.0592587222698855,0.0301255814771171,0.000842490187361344,0.0297094940355703,-0.011475967959385,0.0310690872819246,-0.030056111944631,0.0340793239388505,0.0516742615397696,-0.0775564133615743,0.0506230454947761,0.00449697841316588,0.0541276940185949,0.025366948188478,0.0110824333997996,-0.0724278633014134,0.0583134746155655,0.029993092571519,0.0417479981816223,0.0167727224511249,0.00418073290650841,-0.012234852095244,-0.00826586752290797,0.0335492989358866,0.0148028581172167,-0.0332840621934059,-0.0651529493751519,0.0174763137603881,-0.0111614716311711,-0.0221601705659144
"Aph1a",0.032498321531351,0.0570674260415263,0.033344296815204,-0.00135779786616239,0.00335074251467122,0.00973966568383245,0.00125040726012309,0.0199904191131104,-0.0207513676748226,0.0253227845913495,-0.0302937565857119,-0.0071139463661319,-0.0143501828293307,0.0350810962408468,-0.0243501106195118,-0.00426291974755841,0.0400992570746476,-0.0584336945971996,-0.0288763159452737,-0.00487952179392386,-0.0099997807814753,0.0338593185404661,-0.0289162432746197,0.0265802667813102,0.0743843264702491,0.032324648195873,0.0206438986568526,0.0358933063369724,0.0150848181955257,-0.0060482857954883,-0.019946143789391,0.0818147676666425,0.0345880176554277,-0.0313208064607016,-0.00883963419396119,0.0129938675655394,0.0560628249347472,0.0134559045379423,0.00322055502975269,0.0197499331391431,0.0176641807244995,-0.00333230069030272,-0.032515028757655,-0.0526336425026087,0.0337530600515113,-0.0291763643062441,-0.0077583304278005,-0.0636398786963955,0.0377916562090449,-0.00990018445668692,-0.00104118127733845,0.0115443111736628,-0.00151250311848589,-0.00605841105530797,-0.0187947929116424,0.0108213814126177,0.0299870550520014,0.0474843208866586,-0.0354616256394552,-0.0747518913164558,-0.00617475209793845,-0.0152494745174303,-0.0116524364649773,0.00955119315832831,-0.00538419900770893,-0.0267619882901767,0.0678768820629818,-0.00650648792313686,0.0298482840397256,-0.0184555873013791,-0.0314810081212296,0.0311430730777024,0.0467269859197956,0.00969991635735046,-0.0680839581166975,-0.0621537643697928,-0.0864065202308413,-0.00774141041822928,-0.00747961656669998,0.0536808715300976,0.00616270725376466
"Aplp2",0.0476508082619366,0.0201184029782941,0.01093495774553,-0.0356193620032139,-0.0226525427681382,0.0143799202411136,0.0364536520616433,0.0351899059849639,0.0130905634046662,0.0676854087817602,-0.00155943105896664,-0.058037435947992,0.000714621289556084,-0.0434234794580482,0.0200331748683662,0.00978688894815531,0.0709626049004909,-0.0523586653639593,-0.0147031154556953,0.0584725128418189,0.00506212433240886,-0.0151361073158314,-0.0286261808569284,0.0332166540574663,0.00534207974963687,-0.00027792343725817,0.0208522213848089,0.030733483739698,0.00325373101367452,0.0128248404961135,-0.043065454174224,0.00245188098086599,-0.00734066647787354,-0.0599223723259305,-0.0634597776118997,0.00679482500376356,-0.0415642404755484,-0.0229198094399894,-0.0184842873516796,0.0195988889913553,0.00234189560501561,3.48279820020725e-05,-0.022604528950157,-0.0104061254021397,-0.00915845013174866,0.00862327323186173,0.0218145422169031,0.0187254728680919,-0.034760560462851,0.0407149397386709,0.0700457736598126,-0.0538761031437689,-0.0198158864025274,0.0584170412746609,-0.0406286384603348,-0.0326023274152525,-0.0484304415223291,0.0646045587679851,0.0213587206443288,0.0671919410392573,-0.032984628927582,0.0297627856300625,-0.0313616666905458,-0.00322477005817095,0.00709799940757902,0.000962537967138668,-0.0348491131675014,-0.0043513168935425,0.0322671752396628,-0.0031492547529595,-0.038940234417414,-0.00414505634529707,-0.0172528967864339,0.0431184048001594,0.027009069944567,-0.0288542769711938,0.025426808043966,-5.12922416590954e-05,0.000169500776492297,0.0215586264275774,-0.0210606837571277
"Appbp2",-0.0222286379588081,-0.0483994660688975,-0.0361385719208443,0.0258278696822245,-0.00122299946982329,0.0178218136807196,0.0390752703865742,0.00458352080909039,-0.0103258452196558,-0.0171062964001211,-0.0276058199462196,-0.0100632246227598,0.026942477306026,-0.030309493378162,0.0374441106280613,0.0229346688991885,-0.0277823160792873,0.0733418968798208,0.0159789963848254,-0.0303000636245007,0.00170381972232695,-0.0722694000326941,-0.0321588762798698,0.0281246023019537,-0.0404333382420582,-0.0179730300649188,0.000397328714966392,-0.0526962793025706,0.0422853657795376,-0.0257423742502386,-0.0283748270351172,-0.0370485070621328,-0.0293516095704827,0.0184534356971953,0.0405661203272834,-0.0314989360587039,-0.019596229225272,-0.0644589475906394,-0.0451520983073676,0.0146217537846269,-0.0460604857978643,-0.0132608139106369,-0.0497971947180665,0.055702414277384,0.0169066393711335,-0.0330690223154303,0.0546017971435242,0.0335258353739694,-0.0192424944885941,-0.0708072267792695,0.0129815647891684,-0.00653343938138631,0.0805140417677033,0.00635019671703865,-0.010606007839708,0.0222472229946542,0.0209965604978859,-0.0276256306376378,-0.117519324970751,0.0318153671271304,-0.0260746265680568,0.13039739867323,0.0416593650197695,0.0947834685418817,-0.0317953279796484,0.0255594748408443,0.0399807575871364,0.0969060797045325,0.0161051152419135,0.00792714235269838,0.0259749357612023,-0.0191001035895681,-0.0232447630444845,-0.0271424128442083,-0.0903064819060154,0.0600476198736654,-0.0246396830881278,0.0293145197523605,0.0316783122015435,0.00462633267729611,0.0449617191924747
"Appl2",-0.00736074670567712,0.0174673805855993,0.0177144322000597,-0.0533700134308379,-0.0400526973125793,0.0510370289818108,-0.0450233639146517,0.00236031209876253,-0.0376263567710582,-0.0159962974707956,0.000330606941185582,-0.042259520616742,0.0906593968346036,-0.0216127555733474,0.0643372526884556,-0.00876729880373655,-0.00162173726628361,-0.0103758341252247,0.0318120343498971,-0.02207198382849,-0.0483279040434305,0.0188400922183605,0.013706556511349,-0.00334710849264109,0.0153978537296852,-0.00841482069200854,-0.0781746904579746,-0.00153726243614383,-0.0656256323600731,0.016241652047473,0.00485304460521207,-0.00507889462388418,0.0520427391304589,0.0994421480282238,0.00705197599662781,0.0301609504893388,0.0101058052259735,0.0195684711041359,-0.0388763441471761,-0.0557652723025742,-0.0624137695916781,0.00104467391598322,-0.0417939788032845,-0.0656368836500167,-0.0440346853394477,0.00721173248050761,0.0461338629873271,-0.00106721342419717,0.0378315002948099,0.0622424889075309,0.0498890546126537,-0.0238902235407291,0.0099851710991573,0.0492066348589152,-0.0474649245781986,-0.00649120374929826,0.0029097088000341,-0.00841356183966111,0.0212123911182885,0.0229258745451074,-0.015941208393371,-0.0168445141218544,-0.0307795328348251,-0.0361422218580524,-0.00329873689374173,-0.0286045675567138,-0.00294095613820205,0.0248893774879592,-0.0225670440934714,-0.0465947763477801,0.0224951891449577,-0.0018675811768901,-0.017988033584026,-0.0540001080558656,-0.0666172851326545,0.0445299694019781,0.0882894740094704,0.0236383123649945,-0.00657824300357908,-0.0719233263726171,0.214216018447902
"Aqp3",-0.0192682169498473,0.0534624508334143,-0.0155148107357062,-0.0248209913682307,-0.0502943056247471,-0.00953925198559385,0.0622011473196693,-0.0240245829195163,-0.0551792482943659,0.0195397207179774,-0.0130202951422041,0.0226602595826411,0.040688516809114,0.0178717657536772,0.0393076059715378,-0.0383519110645574,0.0257272823859413,0.0338951338608285,0.0284436860662509,0.0207723302725947,0.00797323000917102,-0.0508785620241401,-0.0041549413995354,0.0114051638744465,0.00893035530141644,0.0401811272980923,-0.0381887478088613,0.0260494099992326,-0.00442385391353132,0.00645144730448672,0.0279035359266017,-0.0106875295721612,0.037261233700798,0.0550925526277825,0.0155575564503083,-0.031035151874363,-0.0273099257460005,-0.0257419286687271,0.00277556746227288,-0.0945270858762285,-0.000338526870372513,-0.0158265811119868,-0.000973837792224127,0.0324445693938564,-0.0155128513270258,-0.025609403732946,-0.0118484016946909,0.0168202357353021,0.0116990793509099,0.0256466596865934,0.0309321532548341,-0.00839572866517657,-0.048770722796971,-0.0192980881653148,-0.0150238304861904,-0.0153420889913387,0.00779731398032721,0.019761850648902,0.031437369768197,0.0293524808501863,0.00968689456744765,0.0413878881688688,-0.0180111823537014,0.00648961590128203,0.018817257579767,-0.00638105321022675,0.0218593908254538,-0.00879228216033735,0.0231596262108521,-0.00435027457679265,-0.0128912180604844,-0.0311321973125303,-0.0530485105460428,-0.0106544246010729,-0.0489562513595507,-0.0368046523992044,-0.0399903887371219,0.0817966021214649,0.0128360796342843,-0.00664382641079118,-0.0972570015819384
"Arfgap1",0.00598300670840431,0.0259346712660328,0.05390307494759,-0.00220792257411962,-0.0166241215104014,-0.00741309771138993,-0.00894669146972998,0.00967624835608413,0.0330056964676593,-0.0299057086701692,-0.0175438664925013,-0.0076878506233456,-0.0766127967541351,0.0757903011914399,0.0339223414690144,-0.0528732572619873,0.00151356387094628,-0.0545238150651059,0.02842084373232,-0.0481623465787945,-0.023396120110486,0.0524632243739649,0.0152963709198244,0.0128146860362625,0.0566226715057779,0.0922430493722119,0.0720979776354219,-0.0288937332268881,-0.0197085649176508,-0.0136423792479427,0.0183049592882052,0.0035697112426811,0.0133155882535749,-0.027880682136695,0.0296854229557232,0.0137509134487279,-0.0160758589435197,0.00875315611314393,0.0457172450304969,0.00338684717061553,0.0199138361599685,0.0242034525533355,-0.0435805784633576,-0.0794388652646393,-0.0322161826651524,-0.016889624679105,-0.0791235035315848,0.0142715631347861,0.00925939878936014,0.00814643709101985,-0.0254644545610264,0.0714846121659475,-0.0637123034689365,-0.0697902596567562,0.0240560463355192,0.0491636754967697,-0.0518095218206048,0.0270912409821778,-0.0132873039665042,0.131505260661409,0.00821964746499103,-0.0868252023811045,-0.0233455838390321,-0.0146336230820093,0.0509047892298594,-0.0673663196770825,0.0147942138213171,-0.0427357360779431,0.0653553446780056,-0.0174258065799566,0.035941293498524,-0.12155514258209,-0.0205968012014463,0.041164194667984,-0.0426384789708294,-0.0894853585074501,0.0122970986851001,-0.0110405991484643,-0.0345564039521063,-0.0406385087468709,-0.0259373550443759
"Arhgap18",0.0368903088409005,0.0224835575052809,-0.00876387434106679,0.0348979742661993,-0.0420918812210687,-0.0234391102550472,-0.0567831299206006,-0.0197823313200558,-0.00656822097527441,0.00904147444966608,0.00594947624995486,0.0258281177380729,-0.0562455613470566,-0.0222569945254426,-0.0771340946217801,0.0165120217868416,-0.0456342361534057,-0.0197069794533593,-0.0435224660792377,-0.016161747001243,0.0311622068568475,0.0370010071311001,0.0195890164081003,-0.0514870886721655,0.0264125870911467,-0.0141378609178395,-0.00150219636224117,0.0424342481315895,0.0862588876912729,0.0655270959917215,0.0595345458770979,-0.00378919685310652,-0.0208154476357252,0.0109520620151798,0.00556860260211783,0.0330633885463397,0.017903086825947,-0.0261498564211854,0.0116335491775345,0.0239751258556038,-0.0361586882670004,-0.0253478025577671,-0.0419989324175094,-0.0055416758488057,-0.025893735511696,0.00244778361869357,0.0611870831874195,-0.023139108848441,-0.0215632506297601,0.00975831517263063,-0.0267107738917455,-0.0701229209468566,0.00043063703792035,0.0158356048100873,-0.00550964147705455,-0.0441084553358364,-0.00196533007741211,-0.00836403798855212,-0.0296943968111916,0.0530264686476406,-0.0660052266410194,0.0209182842062911,-0.0467987335367366,0.072283773000126,0.00799561518044347,0.0339716578168116,0.0333416570932851,0.0126100675566923,-0.0707522195673256,0.0350947391319909,0.00767334800325957,-0.0417272504952925,-0.0289622125161924,-0.0467220625864427,-0.0109135021434635,0.027081665669339,0.0437454309987649,0.0118056135821957,-0.0276877579561153,-0.0500229364454932,-0.0148187417414518
